tau_i,T_i,sim_i,subj_id,loc_id,exec_t,SS_start_diff,SS_end_diff,manSS_tau_i,manSS_T_i
10807,108,0.550103903744942,id7c20ee7a,left_ankle,1.2545759677887,2,2,10809,108
10806,109,0.632203719792386,id7c20ee7a,right_ankle,1.25089883804321,3,2,10809,108
17408,98,0.143257622293101,id7c20ee7a,left_wrist,1.29445600509644,-6,3,17402,107
17396,113,0.177136228243673,id7c20ee7a,left_hip,1.27044200897217,6,0,17402,107
17403,107,0.637755247255389,id7c20ee7a,left_ankle,1.2545759677887,-1,-1,17402,107
17400,106,0.568896614923143,id7c20ee7a,right_ankle,1.25089883804321,2,3,17402,107
687,79,0.16054010256119,id00b70b13,left_wrist,1.03737378120422,6,25,693,98
696,98,0.271335584995387,id00b70b13,left_hip,1.02795791625977,-3,-3,693,98
696,98,0.648405815718575,id00b70b13,left_ankle,1.04918193817139,-3,-3,693,98
694,99,0.602663145997478,id00b70b13,right_ankle,1.04110598564148,-1,-2,693,98
10243,101,0.202739583721737,id00b70b13,left_wrist,1.03737378120422,7,7,10250,101
10252,102,0.321774077433212,id00b70b13,left_hip,1.02795791625977,-2,-3,10250,101
10252,101,0.639396850677597,id00b70b13,left_ankle,1.04918193817139,-2,-2,10250,101
10253,100,0.623978611370934,id00b70b13,right_ankle,1.04110598564148,-3,-2,10250,101
17100,116,0.204903332851844,id00b70b13,left_wrist,1.03737378120422,8,-7,17108,101
17111,101,0.308634701695725,id00b70b13,left_hip,1.02795791625977,-3,-3,17108,101
17110,102,0.686901261171378,id00b70b13,left_ankle,1.04918193817139,-2,-3,17108,101
17111,101,0.685823371931364,id00b70b13,right_ankle,1.04110598564148,-3,-3,17108,101
7343,68,0.151710664426407,id00b70b13,left_wrist,1.03737378120422,-7,23,7336,98
7337,101,0.315188535542849,id00b70b13,left_hip,1.02795791625977,-1,-4,7336,98
7338,99,0.621769707959891,id00b70b13,left_ankle,1.04918193817139,-2,-3,7336,98
7336,102,0.682078551551472,id00b70b13,right_ankle,1.04110598564148,0,-4,7336,98
1135,102,0.0952244489909666,id00b70b13,left_wrist,1.03737378120422,-52,-56,1083,98
1085,99,0.277454894628853,id00b70b13,left_hip,1.02795791625977,-2,-3,1083,98
1086,98,0.634140425897408,id00b70b13,left_ankle,1.04918193817139,-3,-3,1083,98
1083,98,0.665544027539682,id00b70b13,right_ankle,1.04110598564148,0,0,1083,98
2760,135,0.129746182470615,id00b70b13,left_wrist,1.03737378120422,27,-4,2787,104
2789,103,0.303975823900519,id00b70b13,left_hip,1.02795791625977,-2,-1,2787,104
2788,104,0.679976961980899,id00b70b13,left_ankle,1.04918193817139,-1,-1,2787,104
2790,103,0.578454982753736,id00b70b13,right_ankle,1.04110598564148,-3,-2,2787,104
6402,102,0.114780934462029,id00b70b13,left_wrist,1.03737378120422,26,26,6428,102
6431,103,0.289354457531159,id00b70b13,left_hip,1.02795791625977,-3,-4,6428,102
6433,100,0.702794223233478,id00b70b13,left_ankle,1.04918193817139,-5,-3,6428,102
6431,103,0.671513468619584,id00b70b13,right_ankle,1.04110598564148,-3,-4,6428,102
3113,53,0.0795687731106669,id00b70b13,left_wrist,1.03737378120422,-20,28,3093,101
3094,101,0.275467232840178,id00b70b13,left_hip,1.02795791625977,-1,-1,3093,101
3095,101,0.764307487914807,id00b70b13,left_ankle,1.04918193817139,-2,-2,3093,101
3094,100,0.546274518909067,id00b70b13,right_ankle,1.04110598564148,-1,0,3093,101
2654,107,0.235645864751568,id00b70b13,left_wrist,1.03737378120422,29,28,2683,106
2685,105,0.270916143632003,id00b70b13,left_hip,1.02795791625977,-2,-1,2683,106
2685,104,0.583631492053751,id00b70b13,left_ankle,1.04918193817139,-2,0,2683,106
2687,104,0.691136687983708,id00b70b13,right_ankle,1.04110598564148,-4,-2,2683,106
4406,62,0.0840381062839999,id00b70b13,left_wrist,1.03737378120422,-11,29,4395,102
4398,102,0.254215023156347,id00b70b13,left_hip,1.02795791625977,-3,-3,4395,102
4398,101,0.667941554477138,id00b70b13,left_ankle,1.04918193817139,-3,-2,4395,102
4398,101,0.715292028735037,id00b70b13,right_ankle,1.04110598564148,-3,-2,4395,102
4600,78,0.148882482801567,id00b70b13,left_wrist,1.03737378120422,-5,21,4595,104
4598,102,0.265448694853905,id00b70b13,left_hip,1.02795791625977,-3,-1,4595,104
4597,103,0.712789771580115,id00b70b13,left_ankle,1.04918193817139,-2,-1,4595,104
4598,103,0.663193319573901,id00b70b13,right_ankle,1.04110598564148,-3,-2,4595,104
2654,107,0.235645864751568,id00b70b13,left_wrist,1.03737378120422,29,27,2683,105
2685,105,0.270916143632003,id00b70b13,left_hip,1.02795791625977,-2,-2,2683,105
2685,104,0.583631492053751,id00b70b13,left_ankle,1.04918193817139,-2,-1,2683,105
2687,104,0.691136687983708,id00b70b13,right_ankle,1.04110598564148,-4,-3,2683,105
19097,99,0.179599958277426,id00b70b13,left_wrist,1.03737378120422,-5,-5,19092,99
19096,99,0.28126976582134,id00b70b13,left_hip,1.02795791625977,-4,-4,19092,99
19096,98,0.753095881042107,id00b70b13,left_ankle,1.04918193817139,-4,-3,19092,99
19094,100,0.708485105251767,id00b70b13,right_ankle,1.04110598564148,-2,-3,19092,99
6523,83,0.0968368671949784,id00b70b13,left_wrist,1.03737378120422,6,24,6529,101
6533,101,0.272066746057899,id00b70b13,left_hip,1.02795791625977,-4,-4,6529,101
6532,102,0.690855397267589,id00b70b13,left_ankle,1.04918193817139,-3,-4,6529,101
6533,101,0.67334270387499,id00b70b13,right_ankle,1.04110598564148,-4,-4,6529,101
9920,123,0.163414783616025,id00b70b13,left_wrist,1.03737378120422,25,5,9945,103
9948,103,0.31284478126481,id00b70b13,left_hip,1.02795791625977,-3,-3,9945,103
9948,103,0.774183997267162,id00b70b13,left_ankle,1.04918193817139,-3,-3,9945,103
9949,102,0.644571320255794,id00b70b13,right_ankle,1.04110598564148,-4,-3,9945,103
13206,114,0.250352413812108,id00b70b13,left_wrist,1.03737378120422,7,-8,13213,99
13217,100,0.286643252115756,id00b70b13,left_hip,1.02795791625977,-4,-5,13213,99
13216,100,0.761236403600306,id00b70b13,left_ankle,1.04918193817139,-3,-4,13213,99
13215,99,0.619663773846896,id00b70b13,right_ankle,1.04110598564148,-2,-2,13213,99
1952,92,0.135002079810602,id00b70b13,left_wrist,1.03737378120422,28,36,1980,100
1980,101,0.290815699547891,id00b70b13,left_hip,1.02795791625977,0,-1,1980,100
1981,101,0.620947166004476,id00b70b13,left_ankle,1.04918193817139,-1,-2,1980,100
1978,104,0.679780081675779,id00b70b13,right_ankle,1.04110598564148,2,-2,1980,100
2552,103,0.162440948460479,id00b70b13,left_wrist,1.03737378120422,31,29,2583,101
2585,101,0.286404995461016,id00b70b13,left_hip,1.02795791625977,-2,-2,2583,101
2584,102,0.652392301479503,id00b70b13,left_ankle,1.04918193817139,-1,-2,2583,101
2585,103,0.685543822827159,id00b70b13,right_ankle,1.04110598564148,-2,-4,2583,101
1135,102,0.0952244489909666,id00b70b13,left_wrist,1.03737378120422,-52,-56,1083,98
1085,99,0.277454894628853,id00b70b13,left_hip,1.02795791625977,-2,-3,1083,98
1086,98,0.634140425897408,id00b70b13,left_ankle,1.04918193817139,-3,-3,1083,98
1083,98,0.665544027539682,id00b70b13,right_ankle,1.04110598564148,0,0,1083,98
17969,93,0.36824514438664,id00b70b13,left_wrist,1.03737378120422,38,44,18007,99
18012,98,0.309544973400872,id00b70b13,left_hip,1.02795791625977,-5,-4,18007,99
18010,100,0.774901875643471,id00b70b13,left_ankle,1.04918193817139,-3,-4,18007,99
18009,101,0.695022067743262,id00b70b13,right_ankle,1.04110598564148,-2,-4,18007,99
14657,105,0.127690813069048,id1165e00c,left_wrist,1.21697783470154,-2,-3,14655,104
14655,104,0.256869691300571,id1165e00c,left_hip,1.3618049621582,0,0,14655,104
14654,106,0.692186375949298,id1165e00c,left_ankle,1.19694209098816,1,-1,14655,104
14653,106,0.754548291654107,id1165e00c,right_ankle,1.19375991821289,2,0,14655,104
2133,112,0.16641176112267,id1165e00c,left_wrist,1.21697783470154,1,-2,2134,109
2131,109,0.27528523299289,id1165e00c,left_hip,1.3618049621582,3,3,2134,109
2132,109,0.646859389834364,id1165e00c,left_ankle,1.19694209098816,2,2,2134,109
2132,109,0.668192882134736,id1165e00c,right_ankle,1.19375991821289,2,2,2134,109
10810,106,0.0593261264593222,id1165e00c,left_wrist,1.21697783470154,0,2,10810,108
10808,110,0.224985554461302,id1165e00c,left_hip,1.3618049621582,2,0,10810,108
10810,109,0.586180668939936,id1165e00c,left_ankle,1.19694209098816,0,-1,10810,108
10809,111,0.705980694084043,id1165e00c,right_ankle,1.19375991821289,1,-2,10810,108
10065,109,0.0804767540327921,id1165e00c,left_wrist,1.21697783470154,2,-1,10067,106
10062,110,0.219914566833333,id1165e00c,left_hip,1.3618049621582,5,1,10067,106
10064,109,0.584325330277082,id1165e00c,left_ankle,1.19694209098816,3,0,10067,106
10064,107,0.69080337476777,id1165e00c,right_ankle,1.19375991821289,3,2,10067,106
8254,105,0.0887057962571479,id1165e00c,left_wrist,1.21697783470154,0,3,8254,108
8253,108,0.231241459389248,id1165e00c,left_hip,1.3618049621582,1,1,8254,108
8255,107,0.635131110305732,id1165e00c,left_ankle,1.19694209098816,-1,0,8254,108
8253,107,0.685043358641334,id1165e00c,right_ankle,1.19375991821289,1,2,8254,108
21528,105,0.114602300029822,id1165e00c,left_wrist,1.21697783470154,0,2,21528,107
21526,108,0.251588325301197,id1165e00c,left_hip,1.3618049621582,2,1,21528,107
21528,108,0.677831777753496,id1165e00c,left_ankle,1.19694209098816,0,-1,21528,107
21527,108,0.723983298317586,id1165e00c,right_ankle,1.19375991821289,1,0,21528,107
3990,110,0.124930374739549,id1165e00c,left_wrist,1.21697783470154,-2,-2,3988,110
3985,114,0.238653520385489,id1165e00c,left_hip,1.3618049621582,3,-1,3988,110
3985,112,0.555607853422747,id1165e00c,left_ankle,1.19694209098816,3,1,3988,110
3985,112,0.602062911066632,id1165e00c,right_ankle,1.19375991821289,3,1,3988,110
17685,107,0.152736607080105,id1165e00c,left_wrist,1.21697783470154,-3,-4,17682,106
17683,104,0.249684710011805,id1165e00c,left_hip,1.3618049621582,-1,1,17682,106
17682,106,0.592671039354327,id1165e00c,left_ankle,1.19694209098816,0,0,17682,106
17680,106,0.726871246152293,id1165e00c,right_ankle,1.19375991821289,2,2,17682,106
1543,107,0.118975205563927,id1165e00c,left_wrist,1.21697783470154,51,52,1594,108
1592,108,0.242603637464934,id1165e00c,left_hip,1.3618049621582,2,2,1594,108
1593,108,0.635011572351396,id1165e00c,left_ankle,1.19694209098816,1,1,1594,108
1592,108,0.625087963390463,id1165e00c,right_ankle,1.19375991821289,2,2,1594,108
8772,106,0.0799579310219478,id1165e00c,left_wrist,1.21697783470154,6,6,8778,106
8779,104,0.238016702660195,id1165e00c,left_hip,1.3618049621582,-1,1,8778,106
8779,104,0.589950759966034,id1165e00c,left_ankle,1.19694209098816,-1,1,8778,106
8776,105,0.71598884491294,id1165e00c,right_ankle,1.19375991821289,2,3,8778,106
3116,107,0.15608096633207,id1165e00c,left_wrist,1.21697783470154,1,1,3117,107
3116,107,0.240918957642311,id1165e00c,left_hip,1.3618049621582,1,1,3117,107
3114,108,0.592880763810041,id1165e00c,left_ankle,1.19694209098816,3,2,3117,107
3114,108,0.634020135382082,id1165e00c,right_ankle,1.19375991821289,3,2,3117,107
4441,108,0.114972242169751,id1165e00c,left_wrist,1.21697783470154,-10,-3,4431,115
4432,114,0.225816125369369,id1165e00c,left_hip,1.3618049621582,-1,0,4431,115
4429,112,0.547050951930644,id1165e00c,left_ankle,1.19694209098816,2,5,4431,115
4433,112,0.543297156283394,id1165e00c,right_ankle,1.19375991821289,-2,1,4431,115
18318,101,0.193962336995742,id1165e00c,left_wrist,1.21697783470154,-11,-4,18307,108
18310,105,0.236083227247018,id1165e00c,left_hip,1.3618049621582,-3,0,18307,108
18308,108,0.616718072276932,id1165e00c,left_ankle,1.19694209098816,-1,-1,18307,108
18307,107,0.745730580197568,id1165e00c,right_ankle,1.19375991821289,0,1,18307,108
15713,107,0.148201620434625,id1165e00c,left_wrist,1.21697783470154,-10,-8,15703,109
15705,108,0.250702732995937,id1165e00c,left_hip,1.3618049621582,-2,-1,15703,109
15705,106,0.615362832390042,id1165e00c,left_ankle,1.19694209098816,-2,1,15703,109
15704,106,0.730655003404847,id1165e00c,right_ankle,1.19375991821289,-1,2,15703,109
5867,112,0.0954985407557554,id1165e00c,left_wrist,1.21697783470154,0,-3,5867,109
5866,108,0.234546677360017,id1165e00c,left_hip,1.3618049621582,1,2,5867,109
5864,111,0.566253792567728,id1165e00c,left_ankle,1.19694209098816,3,1,5867,109
5864,110,0.622811397495753,id1165e00c,right_ankle,1.19375991821289,3,2,5867,109
10810,106,0.0593261264593222,id1165e00c,left_wrist,1.21697783470154,0,2,10810,108
10808,110,0.224985554461302,id1165e00c,left_hip,1.3618049621582,2,0,10810,108
10810,109,0.586180668939936,id1165e00c,left_ankle,1.19694209098816,0,-1,10810,108
10809,111,0.705980694084043,id1165e00c,right_ankle,1.19375991821289,1,-2,10810,108
1917,112,0.204809749346768,id1165e00c,left_wrist,1.21697783470154,1,-2,1918,109
1917,106,0.263727214790604,id1165e00c,left_hip,1.3618049621582,1,4,1918,109
1915,110,0.622503686107443,id1165e00c,left_ankle,1.19694209098816,3,2,1918,109
1918,109,0.714362623122773,id1165e00c,right_ankle,1.19375991821289,0,0,1918,109
7728,103,0.11496717301539,id1165e00c,left_wrist,1.21697783470154,-6,-1,7722,108
7721,110,0.241096357189059,id1165e00c,left_hip,1.3618049621582,1,-1,7722,108
7722,108,0.649387672114714,id1165e00c,left_ankle,1.19694209098816,0,0,7722,108
7721,110,0.691145025545365,id1165e00c,right_ankle,1.19375991821289,1,-1,7722,108
21113,104,0.124270617646219,id1165e00c,left_wrist,1.21697783470154,-6,-4,21107,106
21109,104,0.249081885175116,id1165e00c,left_hip,1.3618049621582,-2,0,21107,106
21109,105,0.72646929723322,id1165e00c,left_ankle,1.19694209098816,-2,-1,21107,106
21106,106,0.777309740777488,id1165e00c,right_ankle,1.19375991821289,1,1,21107,106
13607,105,0.104587659698614,id1165e00c,left_wrist,1.21697783470154,4,2,13611,103
13610,106,0.267494114655816,id1165e00c,left_hip,1.3618049621582,1,-2,13611,103
13611,105,0.686603788102239,id1165e00c,left_ankle,1.19694209098816,0,-2,13611,103
13609,105,0.659488888328209,id1165e00c,right_ankle,1.19375991821289,2,0,13611,103
14015,103,0.180280917640628,id5308a7d6,left_wrist,1.20290207862854,-2,-4,14013,101
14012,103,0.288807215325447,id5308a7d6,left_hip,1.19578981399536,1,-1,14013,101
14011,103,0.715313270986013,id5308a7d6,left_ankle,1.32012510299683,2,0,14013,101
14012,101,0.744367776444135,id5308a7d6,right_ankle,1.16943407058716,1,1,14013,101
6642,108,0.164824536532475,id5308a7d6,left_wrist,1.20290207862854,-4,-4,6638,108
6638,107,0.231254034740996,id5308a7d6,left_hip,1.19578981399536,0,1,6638,108
6637,108,0.655178746131382,id5308a7d6,left_ankle,1.32012510299683,1,1,6638,108
6636,105,0.638557963392754,id5308a7d6,right_ankle,1.16943407058716,2,5,6638,108
8568,100,0.22617892094651,id5308a7d6,left_wrist,1.20290207862854,-2,-2,8566,100
8565,100,0.308507765596336,id5308a7d6,left_hip,1.19578981399536,1,1,8566,100
8564,101,0.66755362560126,id5308a7d6,left_ankle,1.32012510299683,2,1,8566,100
8564,100,0.639443287225646,id5308a7d6,right_ankle,1.16943407058716,2,2,8566,100
20869,103,0.149836886115297,id5308a7d6,left_wrist,1.20290207862854,-4,-4,20865,103
20866,101,0.260990773891307,id5308a7d6,left_hip,1.19578981399536,-1,1,20865,103
20864,102,0.785413180689041,id5308a7d6,left_ankle,1.32012510299683,1,2,20865,103
20864,102,0.659064584724981,id5308a7d6,right_ankle,1.16943407058716,1,2,20865,103
17981,101,0.243531738971932,id5308a7d6,left_wrist,1.20290207862854,-4,-4,17977,101
17977,102,0.298600608533085,id5308a7d6,left_hip,1.19578981399536,0,-1,17977,101
17976,101,0.727804098171226,id5308a7d6,left_ankle,1.32012510299683,1,1,17977,101
17977,100,0.749878554081322,id5308a7d6,right_ankle,1.16943407058716,0,1,17977,101
20076,99,0.209140232199059,id5308a7d6,left_wrist,1.20290207862854,-4,-4,20072,99
20072,100,0.301890675365878,id5308a7d6,left_hip,1.19578981399536,0,-1,20072,99
20071,98,0.79546957121306,id5308a7d6,left_ankle,1.32012510299683,1,2,20072,99
20070,102,0.675856098068183,id5308a7d6,right_ankle,1.16943407058716,2,-1,20072,99
17073,102,0.248656653327653,id5308a7d6,left_wrist,1.20290207862854,-3,-2,17070,103
17070,103,0.278679941426398,id5308a7d6,left_hip,1.19578981399536,0,0,17070,103
17069,102,0.740087386421875,id5308a7d6,left_ankle,1.32012510299683,1,2,17070,103
17067,104,0.69120455447886,id5308a7d6,right_ankle,1.16943407058716,3,2,17070,103
16553,105,0.226150221653208,id5308a7d6,left_wrist,1.20290207862854,-6,-5,16547,106
16549,105,0.236378296856828,id5308a7d6,left_hip,1.19578981399536,-2,-1,16547,106
16548,105,0.769605296874275,id5308a7d6,left_ankle,1.32012510299683,-1,0,16547,106
16545,106,0.76365109900277,id5308a7d6,right_ankle,1.16943407058716,2,2,16547,106
5670,101,0.221154760321522,id5308a7d6,left_wrist,1.20290207862854,50,52,5720,103
5770,104,0.162283594634089,id5308a7d6,left_wrist,1.20290207862854,-50,-51,5720,103
5718,103,0.281332459258689,id5308a7d6,left_hip,1.19578981399536,2,2,5720,103
5717,103,0.741918034823787,id5308a7d6,left_ankle,1.32012510299683,3,3,5720,103
5718,100,0.658876396382655,id5308a7d6,right_ankle,1.16943407058716,2,5,5720,103
16046,103,0.241523852075047,id5308a7d6,left_wrist,1.20290207862854,-5,-4,16041,104
16041,104,0.26200783660981,id5308a7d6,left_hip,1.19578981399536,0,0,16041,104
16040,104,0.778366485136727,id5308a7d6,left_ankle,1.32012510299683,1,1,16041,104
16039,104,0.709554100171193,id5308a7d6,right_ankle,1.16943407058716,2,2,16041,104
20670,100,0.210690767357629,id5308a7d6,left_wrist,1.20290207862854,-5,-3,20665,102
20666,101,0.303689598911299,id5308a7d6,left_hip,1.19578981399536,-1,0,20665,102
20665,101,0.808899855334126,id5308a7d6,left_ankle,1.32012510299683,0,1,20665,102
20665,101,0.764504097331717,id5308a7d6,right_ankle,1.16943407058716,0,1,20665,102
6181,101,0.24231832746437,id5308a7d6,left_wrist,1.20290207862854,48,51,6229,104
6229,102,0.288262656060336,id5308a7d6,left_hip,1.19578981399536,0,2,6229,104
6227,102,0.593757178865819,id5308a7d6,left_ankle,1.32012510299683,2,4,6229,104
6225,105,0.63183836999667,id5308a7d6,right_ankle,1.16943407058716,4,3,6229,104
8517,52,0.071851933851005,id5308a7d6,left_wrist,1.20290207862854,-49,-2,8468,99
8466,100,0.291646020202422,id5308a7d6,left_hip,1.19578981399536,2,1,8468,99
8465,100,0.828756220858295,id5308a7d6,left_ankle,1.32012510299683,3,2,8468,99
8466,99,0.71219862765702,id5308a7d6,right_ankle,1.16943407058716,2,2,8468,99
17073,102,0.248656653327653,id5308a7d6,left_wrist,1.20290207862854,-3,-2,17070,103
17070,103,0.278679941426398,id5308a7d6,left_hip,1.19578981399536,0,0,17070,103
17069,102,0.740087386421875,id5308a7d6,left_ankle,1.32012510299683,1,2,17070,103
17067,104,0.69120455447886,id5308a7d6,right_ankle,1.16943407058716,3,2,17070,103
1696,52,0.096517963710919,id5308a7d6,left_wrist,1.20290207862854,0,49,1696,101
1694,102,0.279187900232654,id5308a7d6,left_hip,1.19578981399536,2,1,1696,101
1693,103,0.696406883377802,id5308a7d6,left_ankle,1.32012510299683,3,1,1696,101
1693,102,0.726674754529299,id5308a7d6,right_ankle,1.16943407058716,3,2,1696,101
7669,101,0.226971340522151,id5308a7d6,left_wrist,1.20290207862854,-4,-2,7665,103
7666,101,0.28156885828023,id5308a7d6,left_hip,1.19578981399536,-1,1,7665,103
7664,102,0.768928574795315,id5308a7d6,left_ankle,1.32012510299683,1,2,7665,103
7664,102,0.713086365145654,id5308a7d6,right_ankle,1.16943407058716,1,2,7665,103
9382,105,0.204278817767966,id5308a7d6,left_wrist,1.20290207862854,-2,-3,9380,104
9380,103,0.267630203533585,id5308a7d6,left_hip,1.19578981399536,0,1,9380,104
9379,102,0.72227921308309,id5308a7d6,left_ankle,1.32012510299683,1,3,9380,104
9375,106,0.572823431174363,id5308a7d6,right_ankle,1.16943407058716,5,3,9380,104
3398,101,0.234154170713539,id5308a7d6,left_wrist,1.20290207862854,-1,-2,3397,100
3395,100,0.285497171056756,id5308a7d6,left_hip,1.19578981399536,2,2,3397,100
3394,100,0.734343403547356,id5308a7d6,left_ankle,1.32012510299683,3,3,3397,100
3394,102,0.714887795136981,id5308a7d6,right_ankle,1.16943407058716,3,1,3397,100
12270,104,0.19077170487981,id5308a7d6,left_wrist,1.20290207862854,-3,-5,12267,102
12267,103,0.25358170465721,id5308a7d6,left_hip,1.19578981399536,0,-1,12267,102
12266,103,0.703218404704594,id5308a7d6,left_ankle,1.32012510299683,1,0,12267,102
12265,102,0.741973836903002,id5308a7d6,right_ankle,1.16943407058716,2,2,12267,102
20468,101,0.220995293160624,id5308a7d6,left_wrist,1.20290207862854,-3,-2,20465,102
20465,102,0.275327978345527,id5308a7d6,left_hip,1.19578981399536,0,0,20465,102
20463,102,0.778941737425097,id5308a7d6,left_ankle,1.32012510299683,2,2,20465,102
20465,100,0.701983031188144,id5308a7d6,right_ankle,1.16943407058716,0,2,20465,102
17624,110,0.303388633179158,ida61e8ddf,left_wrist,0.876250028610229,-1,-3,17623,108
17622,109,0.348510315925656,ida61e8ddf,left_hip,0.857606887817383,1,0,17623,108
17622,108,0.847831250054666,ida61e8ddf,left_ankle,0.882250785827637,1,1,17623,108
17622,110,0.850237676998197,ida61e8ddf,right_ankle,0.986890077590942,1,-1,17623,108
3207,113,0.25288699111576,ida61e8ddf,left_wrist,0.876250028610229,0,1,3207,114
3205,114,0.299350498657115,ida61e8ddf,left_hip,0.857606887817383,2,2,3207,114
3205,114,0.921655921441197,ida61e8ddf,left_ankle,0.882250785827637,2,2,3207,114
3208,110,0.716078676347153,ida61e8ddf,right_ankle,0.986890077590942,-1,3,3207,114
9745,104,0.370954997344848,ida61e8ddf,left_wrist,0.876250028610229,-1,0,9744,105
9742,105,0.397548076674218,ida61e8ddf,left_hip,0.857606887817383,2,2,9744,105
9741,106,0.884284714134555,ida61e8ddf,left_ankle,0.882250785827637,3,2,9744,105
9740,106,0.913060939697791,ida61e8ddf,right_ankle,0.986890077590942,4,3,9744,105
6841,109,0.266051787729732,ida61e8ddf,left_wrist,0.876250028610229,-2,-2,6839,109
6840,108,0.318277507139537,ida61e8ddf,left_hip,0.857606887817383,-1,0,6839,109
6842,109,0.994494281766032,ida61e8ddf,left_ankle,0.882250785827637,-3,-3,6839,109
6839,109,0.858737584633817,ida61e8ddf,right_ankle,0.986890077590942,0,0,6839,109
12098,110,0.316730584297536,ida61e8ddf,left_wrist,0.876250028610229,0,-1,12098,109
12096,111,0.350087627843295,ida61e8ddf,left_hip,0.857606887817383,2,0,12098,109
12095,111,0.993387310932141,ida61e8ddf,left_ankle,0.882250785827637,3,1,12098,109
12096,111,0.821058994503067,ida61e8ddf,right_ankle,0.986890077590942,2,0,12098,109
4877,107,0.261885322505217,ida61e8ddf,left_wrist,0.876250028610229,1,4,4878,110
4875,111,0.330093665228224,ida61e8ddf,left_hip,0.857606887817383,3,2,4878,110
4877,109,0.94572666064852,ida61e8ddf,left_ankle,0.882250785827637,1,2,4878,110
4875,111,0.768760493319593,ida61e8ddf,right_ankle,0.986890077590942,3,2,4878,110
8472,98,0.113073026578627,ida61e8ddf,left_wrist,0.876250028610229,-9,0,8463,107
8464,103,0.316806500546565,ida61e8ddf,left_hip,0.857606887817383,-1,3,8463,107
8462,106,0.691193107004951,ida61e8ddf,left_ankle,0.882250785827637,1,2,8463,107
8464,103,0.659916547109908,ida61e8ddf,right_ankle,0.986890077590942,-1,3,8463,107
3207,113,0.25288699111576,ida61e8ddf,left_wrist,0.876250028610229,0,1,3207,114
3205,114,0.299350498657115,ida61e8ddf,left_hip,0.857606887817383,2,2,3207,114
3205,114,0.921655921441197,ida61e8ddf,left_ankle,0.882250785827637,2,2,3207,114
3208,110,0.716078676347153,ida61e8ddf,right_ankle,0.986890077590942,-1,3,3207,114
6625,110,0.299799760883876,ida61e8ddf,left_wrist,0.876250028610229,-2,-1,6623,111
6622,110,0.339239850468467,ida61e8ddf,left_hip,0.857606887817383,1,2,6623,111
6622,110,0.987170732271374,ida61e8ddf,left_ankle,0.882250785827637,1,2,6623,111
6622,109,0.814797174151056,ida61e8ddf,right_ankle,0.986890077590942,1,3,6623,111
12975,109,0.247766933186108,ida61e8ddf,left_wrist,0.876250028610229,-2,-1,12973,110
12971,110,0.325013653402554,ida61e8ddf,left_hip,0.857606887817383,2,2,12973,110
12972,108,0.842528744187226,ida61e8ddf,left_ankle,0.882250785827637,1,3,12973,110
12971,109,0.892948297400555,ida61e8ddf,right_ankle,0.986890077590942,2,3,12973,110
8676,107,0.309475786273423,ida61e8ddf,left_wrist,0.876250028610229,0,-1,8676,106
8673,108,0.346060948538646,ida61e8ddf,left_hip,0.857606887817383,3,1,8676,106
8673,108,0.921537352152987,ida61e8ddf,left_ankle,0.882250785827637,3,1,8676,106
8672,108,0.871911855210983,ida61e8ddf,right_ankle,0.986890077590942,4,2,8676,106
1204,109,0.314238671003541,ida61e8ddf,left_wrist,0.876250028610229,1,1,1205,109
1203,109,0.295627725825075,ida61e8ddf,left_hip,0.857606887817383,2,2,1205,109
1203,109,0.982890986596801,ida61e8ddf,left_ankle,0.882250785827637,2,2,1205,109
1203,108,0.779932043336076,ida61e8ddf,right_ankle,0.986890077590942,2,3,1205,109
14042,110,0.313838789792789,ida61e8ddf,left_wrist,0.876250028610229,0,-3,14042,107
14040,107,0.392995471026724,ida61e8ddf,left_hip,0.857606887817383,2,2,14042,107
14043,104,0.819896348992413,ida61e8ddf,left_ankle,0.882250785827637,-1,2,14042,107
14038,111,0.797970321727465,ida61e8ddf,right_ankle,0.986890077590942,4,0,14042,107
7587,107,0.303917463172257,ida61e8ddf,left_wrist,0.876250028610229,1,2,7588,108
7587,106,0.359158239005199,ida61e8ddf,left_hip,0.857606887817383,1,3,7588,108
7586,106,0.841577031180714,ida61e8ddf,left_ankle,0.882250785827637,2,4,7588,108
7585,108,0.851809877026015,ida61e8ddf,right_ankle,0.986890077590942,3,3,7588,108
17517,108,0.337350619721231,ida61e8ddf,left_wrist,0.876250028610229,-1,-1,17516,108
17515,108,0.383705815297488,ida61e8ddf,left_hip,0.857606887817383,1,1,17516,108
17515,108,0.953915337402598,ida61e8ddf,left_ankle,0.882250785827637,1,1,17516,108
17515,108,0.846068221890568,ida61e8ddf,right_ankle,0.986890077590942,1,1,17516,108
5202,110,0.217521738499723,ida61e8ddf,left_wrist,0.876250028610229,0,0,5202,110
5201,110,0.294754104044111,ida61e8ddf,left_hip,0.857606887817383,1,1,5202,110
5201,109,0.905784731920065,ida61e8ddf,left_ankle,0.882250785827637,1,2,5202,110
5201,110,0.827413938092491,ida61e8ddf,right_ankle,0.986890077590942,1,1,5202,110
15225,108,0.360286974019295,ida61e8ddf,left_wrist,0.876250028610229,-3,-3,15222,108
15220,110,0.343851674310432,ida61e8ddf,left_hip,0.857606887817383,2,0,15222,108
15220,109,0.932300686616338,ida61e8ddf,left_ankle,0.882250785827637,2,1,15222,108
